newsDatetime,important,liked,disliked,positive,negative,code,net_sentiment,net_engagement,year,month,quarter
2021-05-15 11:45:17,4,5,1,4,1,BTC,3,4,2021,5,2
2021-05-15 12:19:12,18,21,28,36,19,BTC,17,-7,2021,5,2
2021-05-15 18:29:34,16,39,1,50,2,BTC,48,38,2021,5,2
2021-05-15 19:30:38,6,6,0,5,0,BTC,5,6,2021,5,2
2021-05-16 04:19:00,4,9,4,3,2,BTC,1,5,2021,5,2
2021-05-16 04:52:00,8,12,47,17,36,BTC,-19,-35,2021,5,2
2021-05-16 06:00:40,5,11,43,11,43,BTC,-32,-32,2021,5,2
2021-05-16 07:15:43,9,19,7,25,4,BTC,21,12,2021,5,2
2021-05-16 18:02:00,13,16,57,20,59,BTC,-39,-41,2021,5,2
2021-05-16 19:39:01,6,16,0,23,0,BTC,23,16,2021,5,2
2021-05-16 20:55:06,20,20,96,33,87,BTC,-54,-76,2021,5,2
2021-05-17 10:29:56,3,6,2,4,0,BTC,4,4,2021,5,2
2021-05-17 15:52:06,8,18,0,24,0,BTC,24,18,2021,5,2
2021-05-17 20:33:51,14,19,24,25,17,BTC,8,-5,2021,5,2
2021-05-17 21:49:00,5,10,5,9,11,BTC,-2,5,2021,5,2
2021-05-18 07:16:50,3,15,2,6,2,BTC,4,13,2021,5,2
2021-05-18 07:20:49,9,16,0,21,0,BTC,21,16,2021,5,2
2021-05-18 16:00:45,4,9,0,10,0,BTC,10,9,2021,5,2
2021-05-18 19:46:43,4,6,0,10,0,BTC,10,6,2021,5,2
2021-05-19 03:09:50,21,19,1,27,4,BTC,23,18,2021,5,2
2021-05-19 13:20:00,3,5,0,7,0,BTC,7,5,2021,5,2
2021-05-20 16:05:59,20,34,15,25,22,BTC,3,19,2021,5,2
2021-05-20 21:10:17,44,75,0,99,1,BTC,98,75,2021,5,2
2021-05-21 23:00:56,3,4,1,4,0,BTC,4,3,2021,5,2
2021-05-22 14:00:52,4,12,0,14,0,BTC,14,12,2021,5,2
2021-05-22 16:00:41,20,37,3,45,1,BTC,44,34,2021,5,2
2021-05-23 04:38:40,4,14,13,5,21,BTC,-16,1,2021,5,2
2021-05-23 10:18:54,9,6,9,11,18,BTC,-7,-3,2021,5,2
2021-05-23 14:59:30,3,2,4,0,10,BTC,-10,-2,2021,5,2
2021-05-23 23:30:53,11,13,4,23,10,BTC,13,9,2021,5,2
2021-05-24 07:47:48,6,11,8,18,6,BTC,12,3,2021,5,2
2021-05-24 08:17:29,3,5,1,6,1,BTC,5,4,2021,5,2
2021-05-24 08:20:10,25,43,0,64,3,BTC,61,43,2021,5,2
2021-05-24 13:30:51,3,3,0,5,0,BTC,5,3,2021,5,2
2021-05-25 15:14:45,32,53,1,76,0,BTC,76,52,2021,5,2
2021-05-26 07:46:04,3,8,0,11,0,BTC,11,8,2021,5,2
2021-05-26 10:52:08,5,6,0,6,0,BTC,6,6,2021,5,2
2021-05-26 14:46:00,6,10,13,17,9,BTC,8,-3,2021,5,2
2021-05-26 19:24:22,3,6,0,11,4,BTC,7,6,2021,5,2
2021-05-27 08:34:11,3,5,0,4,5,BTC,-1,5,2021,5,2
2021-05-27 18:17:23,5,14,0,16,0,BTC,16,14,2021,5,2
2021-05-27 21:41:19,3,4,2,2,1,BTC,1,2,2021,5,2
2021-05-27 21:50:00,23,38,1,46,2,BTC,44,37,2021,5,2
2021-05-28 10:25:35,4,8,0,11,5,BTC,6,8,2021,5,2
2021-05-28 14:13:37,3,0,1,0,3,BTC,-3,-1,2021,5,2
2021-05-28 22:30:23,4,6,4,4,2,BTC,2,2,2021,5,2
2021-05-29 01:58:49,16,22,1,33,2,BTC,31,21,2021,5,2
2021-05-29 06:39:38,4,6,0,7,0,BTC,7,6,2021,5,2
2021-05-29 07:19:53,17,34,2,27,1,BTC,26,32,2021,5,2
2021-05-29 22:05:11,6,9,0,12,0,BTC,12,9,2021,5,2
2021-05-29 23:10:30,4,10,31,12,24,BTC,-12,-21,2021,5,2
2021-05-30 11:59:00,5,15,18,25,19,BTC,6,-3,2021,5,2
2021-05-30 14:36:13,4,5,0,8,0,BTC,8,5,2021,5,2
2021-05-30 14:44:59,5,6,0,8,0,BTC,8,6,2021,5,2
2021-05-30 18:06:39,5,11,0,8,0,BTC,8,11,2021,5,2
2021-05-31 17:21:21,11,7,31,10,38,BTC,-28,-24,2021,5,2
2021-05-31 18:45:55,4,6,0,7,0,BTC,7,6,2021,5,2
2021-05-31 21:20:00,29,43,2,57,3,BTC,54,41,2021,5,2
2021-05-31 22:15:00,3,13,7,25,9,BTC,16,6,2021,5,2
2021-06-01 09:00:00,3,0,5,5,1,BTC,4,-5,2021,6,2
2021-06-01 17:13:00,35,69,1,92,4,BTC,88,68,2021,6,2
2021-06-01 22:16:01,3,6,1,7,0,BTC,7,5,2021,6,2
2021-06-02 08:23:50,5,21,0,21,0,BTC,21,21,2021,6,2
2021-06-02 17:00:00,15,17,38,22,35,BTC,-13,-21,2021,6,2
2021-06-02 17:15:27,4,7,0,9,1,BTC,8,7,2021,6,2
2021-06-02 19:05:00,3,5,0,7,0,BTC,7,5,2021,6,2
2021-06-03 05:36:25,3,3,0,10,1,BTC,9,3,2021,6,2
2021-06-03 11:51:54,7,2,0,4,0,BTC,4,2,2021,6,2
2021-06-03 15:00:05,6,15,9,23,9,BTC,14,6,2021,6,2
2021-06-03 19:59:47,3,5,0,4,0,BTC,4,5,2021,6,2
2021-06-04 00:51:54,4,0,0,1,1,BTC,0,0,2021,6,2
2021-06-04 04:25:00,17,14,55,18,54,BTC,-36,-41,2021,6,2
2021-06-04 09:18:43,11,25,0,40,5,BTC,35,25,2021,6,2
2021-06-04 14:33:00,6,20,4,25,1,BTC,24,16,2021,6,2
2021-06-05 04:13:25,3,7,0,6,0,BTC,6,7,2021,6,2
2021-06-05 07:35:18,5,7,21,13,18,BTC,-5,-14,2021,6,2
2021-06-05 09:48:28,3,5,6,8,7,BTC,1,-1,2021,6,2
2021-06-05 15:10:28,4,8,0,8,0,BTC,8,8,2021,6,2
2021-06-05 15:30:25,3,1,9,2,16,BTC,-14,-8,2021,6,2
2021-06-05 17:11:00,5,9,0,8,1,BTC,7,9,2021,6,2
2021-06-05 23:00:00,7,16,4,14,11,BTC,3,12,2021,6,2
2021-06-06 10:40:00,4,9,4,5,5,BTC,0,5,2021,6,2
2021-06-06 11:40:14,6,16,0,14,1,BTC,13,16,2021,6,2
2021-06-06 16:00:30,3,4,0,4,0,BTC,4,4,2021,6,2
2021-06-06 18:58:52,15,36,1,35,1,BTC,34,35,2021,6,2
2021-06-06 20:43:38,45,70,6,77,8,BTC,69,64,2021,6,2
2021-06-07 07:18:44,10,31,5,37,6,BTC,31,26,2021,6,2
2021-06-07 10:19:39,3,3,0,5,0,BTC,5,3,2021,6,2
2021-06-07 18:11:30,4,6,0,7,1,BTC,6,6,2021,6,2
2021-06-07 18:20:00,4,5,1,6,1,BTC,5,4,2021,6,2
2021-06-08 01:56:55,13,17,8,18,28,BTC,-10,9,2021,6,2
2021-06-08 06:19:28,8,5,7,4,22,BTC,-18,-2,2021,6,2
2021-06-08 06:23:45,3,6,0,6,1,BTC,5,6,2021,6,2
2021-06-08 07:44:19,7,7,0,9,0,BTC,9,7,2021,6,2
2021-06-08 11:54:07,3,5,1,4,2,BTC,2,4,2021,6,2
2021-06-08 12:18:40,9,14,3,16,17,BTC,-1,11,2021,6,2
2021-06-08 13:00:56,7,8,1,8,0,BTC,8,7,2021,6,2
2021-06-08 20:24:28,5,17,1,26,0,BTC,26,16,2021,6,2
2021-06-09 02:00:35,3,3,1,5,1,BTC,4,2,2021,6,2
2021-06-09 22:05:17,25,39,3,45,0,BTC,45,36,2021,6,2
2021-06-10 18:00:06,5,11,0,6,0,BTC,6,11,2021,6,2
2021-06-10 20:02:03,5,7,1,9,1,BTC,8,6,2021,6,2
2021-06-11 07:40:00,18,36,14,70,8,BTC,62,22,2021,6,2
2021-06-11 18:27:17,7,10,2,14,1,BTC,13,8,2021,6,2
2021-06-11 22:05:57,40,73,2,73,3,BTC,70,71,2021,6,2
2021-06-12 07:17:13,11,8,8,6,31,BTC,-25,0,2021,6,2
2021-06-12 16:17:46,8,3,0,1,0,BTC,1,3,2021,6,2
2021-06-12 22:30:00,22,46,8,65,5,BTC,60,38,2021,6,2
2021-06-13 07:31:03,3,10,0,12,0,BTC,12,10,2021,6,2
2021-06-13 09:00:52,7,7,0,10,2,BTC,8,7,2021,6,2
2021-06-13 19:40:59,4,5,0,5,0,BTC,5,5,2021,6,2
2021-06-14 09:32:12,4,3,1,4,1,BTC,3,2,2021,6,2
2021-06-14 11:15:31,3,2,0,2,0,BTC,2,2,2021,6,2
2021-06-14 19:45:35,5,9,0,7,0,BTC,7,9,2021,6,2
2021-06-14 20:00:33,5,4,2,6,3,BTC,3,2,2021,6,2
2021-06-15 08:18:37,19,28,0,42,3,BTC,39,28,2021,6,2
2021-06-15 18:27:49,3,7,0,5,0,BTC,5,7,2021,6,2
2021-06-16 18:43:49,6,0,2,4,1,BTC,3,-2,2021,6,2
2021-06-17 07:20:00,3,7,1,11,0,BTC,11,6,2021,6,2
2021-06-17 14:54:00,21,28,0,41,0,BTC,41,28,2021,6,2
2021-06-17 17:38:10,7,9,0,12,0,BTC,12,9,2021,6,2
2021-06-18 16:06:43,5,13,5,11,9,BTC,2,8,2021,6,2
2021-06-18 18:51:51,4,6,0,7,1,BTC,6,6,2021,6,2
2021-06-18 20:30:00,12,32,0,41,0,BTC,41,32,2021,6,2
2021-06-19 15:10:27,9,14,0,13,0,BTC,13,14,2021,6,2
2021-06-20 09:09:13,11,15,3,22,6,BTC,16,12,2021,6,2
2021-06-20 10:55:46,5,3,5,12,16,BTC,-4,-2,2021,6,2
2021-06-20 19:08:06,6,8,1,10,1,BTC,9,7,2021,6,2
2021-06-21 08:00:20,7,4,4,3,6,BTC,-3,0,2021,6,2
2021-06-22 10:56:27,13,21,1,32,1,BTC,31,20,2021,6,2
2021-06-22 16:14:23,11,26,4,28,2,BTC,26,22,2021,6,2
2021-06-22 17:42:44,5,7,0,19,2,BTC,17,7,2021,6,2
2021-06-22 23:50:48,20,33,3,43,2,BTC,41,30,2021,6,2
2021-06-23 00:20:00,4,11,4,6,7,BTC,-1,7,2021,6,2
2021-06-23 16:41:24,6,11,13,15,20,BTC,-5,-2,2021,6,2
2021-06-23 22:05:12,4,7,0,5,2,BTC,3,7,2021,6,2
2021-06-24 08:20:52,13,24,2,36,4,BTC,32,22,2021,6,2
2021-06-25 16:14:00,7,3,2,1,15,BTC,-14,1,2021,6,2
2021-06-25 17:50:26,5,7,4,6,6,BTC,0,3,2021,6,2
2021-06-26 09:30:00,4,6,0,9,0,BTC,9,6,2021,6,2
2021-06-26 11:45:50,3,4,1,8,4,BTC,4,3,2021,6,2
2021-06-26 12:20:10,11,6,2,4,19,BTC,-15,4,2021,6,2
2021-06-27 09:00:40,5,4,1,2,8,BTC,-6,3,2021,6,2
2021-06-27 20:13:03,4,6,0,5,3,BTC,2,6,2021,6,2
2021-06-28 06:07:00,7,9,34,13,24,BTC,-11,-25,2021,6,2
2021-06-28 15:10:23,3,3,1,4,2,BTC,2,2,2021,6,2
2021-06-28 19:00:53,3,7,0,7,2,BTC,5,7,2021,6,2
2021-06-28 20:50:00,4,6,0,6,2,BTC,4,6,2021,6,2
2021-06-29 03:08:17,4,4,0,7,4,BTC,3,4,2021,6,2
2021-06-29 05:03:38,5,7,7,8,11,BTC,-3,0,2021,6,2
2021-06-29 06:08:32,3,6,6,3,8,BTC,-5,0,2021,6,2
2021-06-29 13:43:00,9,19,1,27,3,BTC,24,18,2021,6,2
2021-06-29 15:10:13,6,11,58,15,47,BTC,-32,-47,2021,6,2
2021-06-30 03:08:44,4,4,1,1,6,BTC,-5,3,2021,6,2
2021-06-30 07:04:38,4,9,4,9,4,BTC,5,5,2021,6,2
2021-06-30 08:41:40,3,8,1,11,2,BTC,9,7,2021,6,2
2021-06-30 21:45:00,4,2,1,3,4,BTC,-1,1,2021,6,2
2021-07-01 07:04:42,3,4,2,5,2,BTC,3,2,2021,7,3
2021-07-01 09:10:00,7,17,20,21,21,BTC,0,-3,2021,7,3
2021-07-02 18:33:51,44,64,1,85,0,BTC,85,63,2021,7,3
2021-07-02 23:00:02,3,3,3,1,4,BTC,-3,0,2021,7,3
2021-07-03 08:45:03,3,4,4,2,7,BTC,-5,0,2021,7,3
2021-07-03 11:45:06,5,6,1,10,3,BTC,7,5,2021,7,3
2021-07-03 22:05:20,3,5,11,5,1,BTC,4,-6,2021,7,3
2021-07-03 22:17:34,4,9,9,7,3,BTC,4,0,2021,7,3
2021-07-04 08:22:00,13,41,2,27,2,BTC,25,39,2021,7,3
2021-07-05 22:18:01,15,19,1,26,0,BTC,26,18,2021,7,3
2021-07-06 19:08:43,5,5,2,5,1,BTC,4,3,2021,7,3
2021-07-07 13:41:08,5,8,1,9,3,BTC,6,7,2021,7,3
2021-07-07 22:32:19,4,6,7,5,4,BTC,1,-1,2021,7,3
2021-07-08 04:20:00,3,4,1,2,3,BTC,-1,3,2021,7,3
2021-07-08 09:53:42,5,4,1,3,7,BTC,-4,3,2021,7,3
2021-07-08 21:50:00,8,10,10,13,8,BTC,5,0,2021,7,3
2021-07-09 07:47:51,7,10,42,14,30,BTC,-16,-32,2021,7,3
2021-07-09 07:53:17,5,7,35,10,28,BTC,-18,-28,2021,7,3
2021-07-09 08:10:00,8,6,31,12,28,BTC,-16,-25,2021,7,3
2021-07-09 10:01:41,3,4,3,5,4,BTC,1,1,2021,7,3
2021-07-09 12:07:10,5,6,1,6,2,BTC,4,5,2021,7,3
2021-07-09 13:35:13,3,4,2,4,1,BTC,3,2,2021,7,3
2021-07-09 16:30:37,5,2,1,2,3,BTC,-1,1,2021,7,3
2021-07-10 00:23:00,3,3,5,4,5,BTC,-1,-2,2021,7,3
2021-07-10 07:01:28,11,9,11,5,21,BTC,-16,-2,2021,7,3
2021-07-10 12:12:15,3,7,21,9,23,BTC,-14,-14,2021,7,3
2021-07-11 06:23:10,18,33,3,44,6,BTC,38,30,2021,7,3
2021-07-12 13:17:24,4,7,0,11,0,BTC,11,7,2021,7,3
2021-07-16 13:00:09,7,13,0,16,1,BTC,15,13,2021,7,3
2021-07-17 17:38:23,4,7,7,10,5,BTC,5,0,2021,7,3
2021-07-18 22:43:46,3,6,0,3,0,BTC,3,6,2021,7,3
2021-07-20 03:40:06,4,9,4,8,1,BTC,7,5,2021,7,3
2021-07-20 09:03:15,5,1,6,3,13,BTC,-10,-5,2021,7,3
2021-07-20 09:33:54,6,7,3,3,4,BTC,-1,4,2021,7,3
2021-07-21 13:52:59,11,17,1,24,4,BTC,20,16,2021,7,3
2021-07-22 07:15:09,4,7,3,11,3,BTC,8,4,2021,7,3
2021-07-22 07:27:55,5,12,4,13,1,BTC,12,8,2021,7,3
2021-07-22 08:14:24,3,8,1,8,0,BTC,8,7,2021,7,3
2021-07-22 12:24:43,16,19,2,33,1,BTC,32,17,2021,7,3
2021-07-22 18:22:48,20,22,1,36,1,BTC,35,21,2021,7,3
2021-07-23 18:00:50,6,12,0,11,1,BTC,10,12,2021,7,3
2021-07-23 21:50:00,5,6,2,9,1,BTC,8,4,2021,7,3
2021-07-24 00:05:00,3,3,0,2,0,BTC,2,3,2021,7,3
2021-07-24 11:26:20,3,4,0,3,1,BTC,2,4,2021,7,3
2021-07-25 14:05:59,3,3,2,5,4,BTC,1,1,2021,7,3
2021-07-25 17:30:02,3,8,0,10,1,BTC,9,8,2021,7,3
2021-07-25 22:10:00,9,25,48,29,43,BTC,-14,-23,2021,7,3
2021-07-26 22:12:04,6,5,5,2,10,BTC,-8,0,2021,7,3
2021-07-27 08:41:33,5,1,4,0,6,BTC,-6,-3,2021,7,3
2021-07-27 21:50:00,9,16,1,24,2,BTC,22,15,2021,7,3
2021-07-28 03:08:34,18,25,1,31,3,BTC,28,24,2021,7,3
2021-07-28 11:28:57,3,9,1,10,0,BTC,10,8,2021,7,3
2021-07-28 18:00:08,23,31,5,43,7,BTC,36,26,2021,7,3
2021-07-29 18:35:17,3,3,0,8,0,BTC,8,3,2021,7,3
2021-07-30 10:41:00,4,10,2,3,6,BTC,-3,8,2021,7,3
2021-08-03 00:30:55,3,1,6,1,4,BTC,-3,-5,2021,8,3
2021-08-03 07:04:28,9,15,1,31,3,BTC,28,14,2021,8,3
2021-08-03 10:41:52,4,7,0,10,0,BTC,10,7,2021,8,3
2021-08-03 20:58:40,4,8,2,4,3,BTC,1,6,2021,8,3
2021-08-04 02:30:02,3,4,0,3,1,BTC,2,4,2021,8,3
2021-08-04 05:29:00,3,5,1,0,12,BTC,-12,4,2021,8,3
2021-08-05 09:00:17,5,4,1,9,1,BTC,8,3,2021,8,3
2021-08-05 09:33:27,3,0,2,3,3,BTC,0,-2,2021,8,3
2021-08-05 12:53:38,4,6,6,2,15,BTC,-13,0,2021,8,3
2021-08-05 22:27:00,15,18,0,24,0,BTC,24,18,2021,8,3
2021-08-06 08:19:58,14,22,0,25,1,BTC,24,22,2021,8,3
2021-08-06 20:09:28,6,9,1,14,2,BTC,12,8,2021,8,3
2021-08-07 02:20:00,18,22,1,42,1,BTC,41,21,2021,8,3
2021-08-07 07:04:49,20,30,2,41,15,BTC,26,28,2021,8,3
2021-08-08 09:10:00,12,21,0,31,1,BTC,30,21,2021,8,3
2021-08-12 00:20:00,3,10,2,12,1,BTC,11,8,2021,8,3
2021-08-12 08:10:47,3,6,6,7,4,BTC,3,0,2021,8,3
2021-08-14 00:09:18,3,4,1,8,7,BTC,1,3,2021,8,3
2021-08-14 13:00:47,4,6,1,9,0,BTC,9,5,2021,8,3
2021-08-15 00:00:38,3,6,0,10,0,BTC,10,6,2021,8,3
2021-08-15 07:42:42,3,7,0,8,0,BTC,8,7,2021,8,3
2021-08-15 11:45:08,4,4,30,6,24,BTC,-18,-26,2021,8,3
2021-08-15 11:51:46,14,18,63,23,69,BTC,-46,-45,2021,8,3
2021-08-16 14:36:29,3,6,12,9,11,BTC,-2,-6,2021,8,3
2021-08-16 17:00:04,4,7,2,9,1,BTC,8,5,2021,8,3
2021-08-17 03:42:00,12,19,1,30,2,BTC,28,18,2021,8,3
2021-08-17 06:15:29,6,2,5,5,12,BTC,-7,-3,2021,8,3
2021-08-19 00:15:10,4,1,2,6,9,BTC,-3,-1,2021,8,3
2021-08-19 08:46:57,27,41,0,47,2,BTC,45,41,2021,8,3
2021-08-19 10:46:20,13,8,21,6,19,BTC,-13,-13,2021,8,3
2021-08-19 11:32:37,3,0,2,0,4,BTC,-4,-2,2021,8,3
2021-08-19 18:42:55,20,38,9,59,12,BTC,47,29,2021,8,3
2021-08-20 17:00:05,14,27,3,35,3,BTC,32,24,2021,8,3
2021-08-20 18:58:26,3,3,3,5,7,BTC,-2,0,2021,8,3
2021-08-20 22:05:08,4,6,0,8,0,BTC,8,6,2021,8,3
2021-08-21 16:00:00,6,5,5,6,5,BTC,1,0,2021,8,3
2021-08-22 12:22:18,8,2,4,0,9,BTC,-9,-2,2021,8,3
2021-08-22 12:59:16,3,0,4,0,6,BTC,-6,-4,2021,8,3
2021-08-22 13:22:25,3,2,4,2,7,BTC,-5,-2,2021,8,3
2021-08-22 13:55:47,4,4,3,2,6,BTC,-4,1,2021,8,3
2021-08-22 19:14:09,3,8,2,9,2,BTC,7,6,2021,8,3
2021-08-23 07:18:38,13,19,0,31,0,BTC,31,19,2021,8,3
2021-08-23 14:00:03,3,6,2,7,1,BTC,6,4,2021,8,3
2021-08-23 15:45:49,3,5,2,6,2,BTC,4,3,2021,8,3
2021-08-23 17:00:58,5,21,3,30,4,BTC,26,18,2021,8,3
2021-08-23 17:33:45,3,2,2,7,5,BTC,2,0,2021,8,3
2021-08-23 19:55:11,18,25,0,35,0,BTC,35,25,2021,8,3
2021-08-23 23:00:26,7,11,0,15,0,BTC,15,11,2021,8,3
2021-08-23 23:45:01,46,70,3,82,4,BTC,78,67,2021,8,3
2021-08-24 07:47:42,9,19,1,19,1,BTC,18,18,2021,8,3
2021-08-24 09:44:48,7,9,3,7,13,BTC,-6,6,2021,8,3
2021-08-24 10:02:36,5,11,1,9,1,BTC,8,10,2021,8,3
2021-08-24 10:03:48,3,8,0,5,0,BTC,5,8,2021,8,3
2021-08-24 18:20:00,4,1,2,1,5,BTC,-4,-1,2021,8,3
2021-08-25 00:20:00,12,18,4,26,3,BTC,23,14,2021,8,3
2021-08-25 06:16:23,4,6,3,8,2,BTC,6,3,2021,8,3
2021-08-25 12:45:18,5,1,3,4,7,BTC,-3,-2,2021,8,3
2021-08-25 16:08:53,3,5,2,2,4,BTC,-2,3,2021,8,3
2021-08-25 16:23:09,10,12,1,21,3,BTC,18,11,2021,8,3
2021-08-26 07:17:20,6,5,16,17,17,BTC,0,-11,2021,8,3
2021-08-26 09:00:06,3,2,3,2,5,BTC,-3,-1,2021,8,3
2021-08-27 09:24:40,4,6,2,6,7,BTC,-1,4,2021,8,3
2021-08-27 10:59:45,8,26,4,27,8,BTC,19,22,2021,8,3
2021-08-28 07:44:10,5,7,3,8,10,BTC,-2,4,2021,8,3
2021-08-28 16:00:58,3,6,5,0,14,BTC,-14,1,2021,8,3
2021-08-28 22:37:08,6,10,1,13,1,BTC,12,9,2021,8,3
2021-08-29 09:00:59,25,42,4,49,5,BTC,44,38,2021,8,3
2021-08-29 12:53:41,3,5,3,7,8,BTC,-1,2,2021,8,3
2021-08-29 20:22:22,4,7,1,7,2,BTC,5,6,2021,8,3
2021-08-30 08:56:39,15,24,0,33,3,BTC,30,24,2021,8,3
2021-08-30 17:00:04,28,47,4,57,5,BTC,52,43,2021,8,3
2021-08-30 19:00:50,15,26,4,37,5,BTC,32,22,2021,8,3
2021-08-31 08:28:48,6,5,0,7,0,BTC,7,5,2021,8,3
2021-08-31 15:39:04,3,3,0,4,0,BTC,4,3,2021,8,3
2021-08-31 19:00:25,16,27,1,38,1,BTC,37,26,2021,8,3
2021-09-01 08:46:17,3,9,0,10,0,BTC,10,9,2021,9,3
2021-09-01 13:07:00,3,4,2,3,4,BTC,-1,2,2021,9,3
2021-09-01 17:30:39,26,46,2,53,2,BTC,51,44,2021,9,3
2021-09-03 08:52:00,8,16,1,23,1,BTC,22,15,2021,9,3
2021-09-03 19:00:49,4,6,0,7,3,BTC,4,6,2021,9,3
2021-09-04 01:37:09,3,7,1,10,1,BTC,9,6,2021,9,3
2021-09-04 09:24:51,21,38,0,43,0,BTC,43,38,2021,9,3
2021-09-05 08:03:39,5,15,1,15,3,BTC,12,14,2021,9,3
2021-09-05 11:25:02,5,22,1,26,1,BTC,25,21,2021,9,3
2021-09-05 16:55:30,3,6,0,8,1,BTC,7,6,2021,9,3
2021-09-06 10:08:57,11,19,2,24,3,BTC,21,17,2021,9,3
2021-09-06 13:09:19,3,3,9,2,8,BTC,-6,-6,2021,9,3
2021-09-06 18:00:21,19,22,3,27,5,BTC,22,19,2021,9,3
2021-09-06 21:08:22,8,5,7,4,7,BTC,-3,-2,2021,9,3
2021-09-07 03:00:09,5,9,0,13,0,BTC,13,9,2021,9,3
2021-09-07 11:53:12,3,2,1,4,4,BTC,0,1,2021,9,3
2021-09-07 13:24:59,3,1,1,1,3,BTC,-2,0,2021,9,3
2021-09-07 13:25:00,3,4,3,4,4,BTC,0,1,2021,9,3
2021-09-07 14:30:43,5,13,3,6,18,BTC,-12,10,2021,9,3
2021-09-07 16:00:00,4,1,1,1,4,BTC,-3,0,2021,9,3
2021-09-07 16:36:32,3,1,2,2,6,BTC,-4,-1,2021,9,3
2021-09-08 04:07:48,3,1,1,0,6,BTC,-6,0,2021,9,3
2021-09-08 05:54:03,5,14,1,18,1,BTC,17,13,2021,9,3
2021-09-08 09:30:33,3,0,3,1,3,BTC,-2,-3,2021,9,3
2021-09-08 18:41:40,4,6,0,6,0,BTC,6,6,2021,9,3
2021-09-09 08:00:00,4,2,0,1,0,BTC,1,2,2021,9,3
2021-09-09 16:00:04,7,8,2,16,1,BTC,15,6,2021,9,3
2021-09-10 10:00:35,3,0,1,2,3,BTC,-1,-1,2021,9,3
2021-09-10 11:00:30,12,6,10,7,22,BTC,-15,-4,2021,9,3
2021-09-11 07:04:07,7,15,1,20,2,BTC,18,14,2021,9,3
2021-09-11 11:30:51,3,3,0,4,0,BTC,4,3,2021,9,3
2021-09-11 13:30:01,3,3,0,7,2,BTC,5,3,2021,9,3
2021-09-12 07:41:16,3,5,0,8,1,BTC,7,5,2021,9,3
2021-09-12 13:15:29,3,7,1,6,2,BTC,4,6,2021,9,3
2021-09-12 20:12:53,8,3,14,7,20,BTC,-13,-11,2021,9,3
2021-09-12 20:35:31,3,6,1,10,1,BTC,9,5,2021,9,3
2021-09-13 08:00:19,20,27,3,38,4,BTC,34,24,2021,9,3
2021-09-13 09:03:25,15,9,3,5,12,BTC,-7,6,2021,9,3
2021-09-14 17:19:01,3,0,2,1,4,BTC,-3,-2,2021,9,3
2021-09-14 17:41:00,6,1,2,0,3,BTC,-3,-1,2021,9,3
2021-09-14 20:00:17,10,19,3,19,1,BTC,18,16,2021,9,3
2021-09-15 03:08:00,4,10,0,9,0,BTC,9,10,2021,9,3
2021-09-15 15:35:37,3,0,2,0,5,BTC,-5,-2,2021,9,3
2021-09-15 15:53:58,3,4,1,8,1,BTC,7,3,2021,9,3
2021-09-16 07:09:06,4,7,1,8,1,BTC,7,6,2021,9,3
2021-09-16 08:35:38,4,4,13,4,10,BTC,-6,-9,2021,9,3
2021-09-16 12:48:08,9,10,1,12,1,BTC,11,9,2021,9,3
2021-09-16 17:44:57,4,1,20,0,19,BTC,-19,-19,2021,9,3
2021-09-17 08:55:30,3,1,0,5,5,BTC,0,1,2021,9,3
2021-09-17 09:24:48,7,7,1,15,1,BTC,14,6,2021,9,3
2021-09-19 09:58:46,10,5,9,5,16,BTC,-11,-4,2021,9,3
2021-09-19 12:00:47,4,3,2,4,12,BTC,-8,1,2021,9,3
2021-09-19 22:05:40,6,9,4,4,15,BTC,-11,5,2021,9,3
2021-09-20 03:08:33,20,13,12,9,41,BTC,-32,1,2021,9,3
2021-09-20 07:57:29,3,0,1,1,9,BTC,-8,-1,2021,9,3
2021-09-20 09:30:21,8,0,2,0,9,BTC,-9,-2,2021,9,3
2021-09-20 11:46:39,6,4,5,2,24,BTC,-22,-1,2021,9,3
2021-09-20 12:02:21,5,4,0,1,7,BTC,-6,4,2021,9,3
2021-09-20 13:42:00,4,1,7,2,11,BTC,-9,-6,2021,9,3
2021-09-20 14:13:14,11,16,2,21,2,BTC,19,14,2021,9,3
2021-09-20 18:30:07,4,14,1,14,1,BTC,13,13,2021,9,3
2021-09-21 03:08:32,4,5,0,4,6,BTC,-2,5,2021,9,3
2021-09-21 05:31:40,6,16,1,21,2,BTC,19,15,2021,9,3
2021-09-21 10:18:56,4,2,8,4,6,BTC,-2,-6,2021,9,3
2021-09-21 10:55:23,6,1,3,3,10,BTC,-7,-2,2021,9,3
2021-09-21 13:13:01,4,14,1,20,1,BTC,19,13,2021,9,3
2021-09-21 16:05:09,6,11,6,6,21,BTC,-15,5,2021,9,3
2021-09-21 20:00:53,3,0,5,0,3,BTC,-3,-5,2021,9,3
2021-09-22 02:25:00,8,9,1,7,9,BTC,-2,8,2021,9,3
2021-09-22 03:00:00,6,6,2,3,9,BTC,-6,4,2021,9,3
2021-09-22 13:03:04,53,6,15,7,16,BTC,-9,-9,2021,9,3
2021-09-22 17:09:41,16,32,8,38,5,BTC,33,24,2021,9,3
2021-09-22 23:00:05,5,8,0,5,0,BTC,5,8,2021,9,3
2021-09-23 13:25:17,10,14,5,17,22,BTC,-5,9,2021,9,3
2021-09-23 19:43:38,10,18,1,29,3,BTC,26,17,2021,9,3
