exchange,symbol,timestamp,local_timestamp,type,strike_price,expiration,open_interest,last_price,bid_price,bid_amount,bid_iv,ask_price,ask_amount,ask_iv,mark_price,mark_iv,underlying_index,underlying_price,delta,gamma,vega,theta,rho,underlying,server_timestamp,date,DTE_float,DTE
deribit,BTC-8JAN21-29500-P,1609977599853000.0,2021-01-06 23:59:59.870852,put,29500.0,2021-01-08 08:00:00,630.1,0.001,0.001,2.8,189.96,0.002,30.0,214.68,0.00070991,180.0,SYN.BTC-8JAN21,36893.06,-0.01743,1e-05,0.9603,-25.90611,-0.02445,BTC,2021-01-06 23:59:59.853,2021-01-06,1.3333350347222221,2.0
deribit,BTC-8JAN21-30000-C,1609977594128000.0,2021-01-06 23:59:54.144009,call,30000.0,2021-01-08 08:00:00,483.2,0.172,0.1815,4.0,,0.1995,3.0,319.62,0.18796786,179.97,SYN.BTC-8JAN21,36895.02,0.97479,1e-05,1.31261,-88.5857,1.06046,BTC,2021-01-06 23:59:54.128,2021-01-06,1.3334012962962962,2.0
deribit,BTC-8JAN21-30000-P,1609977598863000.0,2021-01-06 23:59:58.919849,put,30000.0,2021-01-08 08:00:00,1485.3,0.0025,0.001,58.1,178.01,0.002,1.0,201.57,0.00106779,179.97,SYN.BTC-8JAN21,36908.82,-0.02501,1e-05,1.30429,-39.33708,-0.03516,BTC,2021-01-06 23:59:58.863,2021-01-06,1.3333464930555556,2.0
deribit,BTC-8JAN21-30500-C,1609977597150000.0,2021-01-06 23:59:57.160327,call,30500.0,2021-01-08 08:00:00,168.3,0.16,0.17,3.0,,0.198,3.0,384.05,0.17511226,175.7,SYN.BTC-8JAN21,36911.65,0.96783,2e-05,1.60831,-105.96938,1.06891,BTC,2021-01-06 23:59:57.150,2021-01-06,1.3333663194444445,2.0
deribit,BTC-8JAN21-30500-P,1609977599859000.0,2021-01-06 23:59:59.873179,put,30500.0,2021-01-08 08:00:00,762.9,0.001,0.001,19.8,165.55,0.0025,30.0,196.62,0.00140553,175.71,SYN.BTC-8JAN21,36893.06,-0.03252,2e-05,1.62181,-51.31228,-0.04572,BTC,2021-01-06 23:59:59.859,2021-01-06,1.3333349652777777,2.0
deribit,BTC-8JAN21-31000-C,1609977599184000.0,2021-01-06 23:59:59.260526,call,31000.0,2021-01-08 08:00:00,287.9,0.1385,0.1595,21.8,,0.173,3.0,288.0,0.16157544,165.09,SYN.BTC-8JAN21,36893.06,0.9636,2e-05,1.77909,-110.13822,1.08135,BTC,2021-01-06 23:59:59.184,2021-01-06,1.3333427777777778,2.0
deribit,BTC-8JAN21-31000-P,1609977589843000.0,2021-01-06 23:59:49.936699,put,31000.0,2021-01-08 08:00:00,716.5,0.0035,0.001,69.0,153.35,0.003,30.0,190.19,0.00150427,165.03,SYN.BTC-8JAN21,36885.5,-0.03651,2e-05,1.78333,-55.62074,-0.05122,BTC,2021-01-06 23:59:49.843,2021-01-06,1.3334508912037037,2.0
deribit,BTC-8JAN21-31500-C,1609977599455000.0,2021-01-06 23:59:59.461923,call,31500.0,2021-01-08 08:00:00,308.8,0.1455,0.1335,3.0,,0.1505,10.0,192.57,0.14803372,158.96,SYN.BTC-8JAN21,36893.06,0.95477,3e-05,2.12225,-126.50619,1.08723,BTC,2021-01-06 23:59:59.455,2021-01-06,1.3333396412037037,2.0
deribit,BTC-8JAN21-31500-P,1609977598154000.0,2021-01-06 23:59:58.162054,put,31500.0,2021-01-08 08:00:00,672.1,0.004,0.001,1.0,141.86,0.003,60.0,176.74,0.00182917,158.96,SYN.BTC-8JAN21,36908.82,-0.04481,3e-05,2.10719,-67.51259,-0.06288,BTC,2021-01-06 23:59:58.154,2021-01-06,1.3333546990740741,2.0
deribit,BTC-8JAN21-32000-C,1609977598156000.0,2021-01-06 23:59:58.168933,call,32000.0,2021-01-08 08:00:00,264.3,0.122,0.1305,3.0,,0.143,0.1,228.25,0.13513879,149.92,SYN.BTC-8JAN21,36908.82,0.94742,3e-05,2.39477,-134.63518,1.09525,BTC,2021-01-06 23:59:58.156,2021-01-06,1.3333546759259258,2.0
deribit,BTC-8JAN21-32000-P,1609977590303000.0,2021-01-06 23:59:50.320020,put,32000.0,2021-01-08 08:00:00,538.4,0.0025,0.002,68.0,148.04,0.0025,36.0,155.42,0.00211999,149.89,SYN.BTC-8JAN21,36879.24,-0.0535,3e-05,2.42586,-77.82773,-0.07493,BTC,2021-01-06 23:59:50.303,2021-01-06,1.3334455671296297,2.0
deribit,BTC-8JAN21-33000-C,1609977599163000.0,2021-01-06 23:59:59.229675,call,33000.0,2021-01-08 08:00:00,465.2,0.102,0.1035,3.0,,0.1325,3.2,293.67,0.11008412,147.19,SYN.BTC-8JAN21,36893.06,0.90285,5e-05,3.83118,-211.47109,1.06887,BTC,2021-01-06 23:59:59.163,2021-01-06,1.3333430208333332,2.0
deribit,BTC-8JAN21-33000-P,1609977598160000.0,2021-01-06 23:59:58.188539,put,33000.0,2021-01-08 08:00:00,1169.0,0.0045,0.0035,48.0,140.35,0.005,60.0,154.84,0.00417147,147.19,SYN.BTC-8JAN21,36908.82,-0.09632,5e-05,3.80893,-153.96389,-0.1355,BTC,2021-01-06 23:59:58.160,2021-01-06,1.3333546296296297,2.0
deribit,BTC-8JAN21-34000-C,1609977598825000.0,2021-01-06 23:59:58.834378,call,34000.0,2021-01-08 08:00:00,517.7,0.076,0.0785,4.0,55.8,0.0905,1.0,170.74,0.08687914,146.19,SYN.BTC-8JAN21,36893.06,0.83358,8e-05,5.56591,-305.13498,1.00675,BTC,2021-01-06 23:59:58.825,2021-01-06,1.3333469328703704,2.0
deribit,BTC-8JAN21-34000-P,1609977598154000.0,2021-01-06 23:59:58.162302,put,34000.0,2021-01-08 08:00:00,602.6,0.007,0.005,31.0,124.16,0.008,59.4,145.74,0.00805487,146.19,SYN.BTC-8JAN21,36908.82,-0.16522,8e-05,5.54223,-297.2959,-0.23364,BTC,2021-01-06 23:59:58.154,2021-01-06,1.3333546990740741,2.0
deribit,BTC-8JAN21-35000-C,1609977437528000.0,2021-01-06 23:57:17.538916,call,35000.0,2021-01-08 08:00:00,0.8,0.0525,0.0605,1.0,108.92,0.071,1.0,165.01,0.06724278,146.36,SYN.BTC-8JAN21,36966.22,0.7459,0.0001,7.16663,-392.73046,0.91778,BTC,2021-01-06 23:57:17.528,2021-01-06,1.3352137962962962,2.0
deribit,BTC-8JAN21-35000-P,1609977599436000.0,2021-01-06 23:59:59.443143,put,35000.0,2021-01-08 08:00:00,139.9,0.014,0.011,24.0,127.38,0.015,24.0,148.23,0.01459856,146.19,SYN.BTC-8JAN21,36893.06,-0.26097,0.0001,7.24668,-397.27332,-0.37139,BTC,2021-01-06 23:59:59.436,2021-01-06,1.3333398611111111,2.0
deribit,BTC-8JAN21-36000-C,1609977599344000.0,2021-01-06 23:59:59.355958,call,36000.0,2021-01-08 08:00:00,1299.0,0.0475,0.0425,8.0,120.91,0.0495,19.8,151.67,0.04824347,146.19,SYN.BTC-8JAN21,36893.06,0.62609,0.00012,8.44755,-463.10706,0.77876,BTC,2021-01-06 23:59:59.344,2021-01-06,1.333340925925926,2.0
deribit,BTC-8JAN21-36000-P,1609977593448000.0,2021-01-06 23:59:53.457589,put,36000.0,2021-01-08 08:00:00,345.2,0.023,0.0215,0.1,135.18,0.023,1.0,141.76,0.02401341,146.2,SYN.BTC-8JAN21,36895.4,-0.37364,0.00012,8.44618,-463.06176,-0.53596,BTC,2021-01-06 23:59:53.448,2021-01-06,1.3334091666666665,2.0
deribit,BTC-8JAN21-37000-C,1609977598552000.0,2021-01-06 23:59:58.583798,call,37000.0,2021-01-08 08:00:00,12.3,0.027,0.032,18.0,137.65,0.035,1.0,150.09,0.0343006,147.19,SYN.BTC-8JAN21,36908.82,0.50668,0.00012,8.8982,-491.14937,0.63689,BTC,2021-01-06 23:59:58.552,2021-01-06,1.3333500925925927,2.0
deribit,BTC-8JAN21-37000-P,1609977599167000.0,2021-01-06 23:59:59.260404,put,37000.0,2021-01-08 08:00:00,36.0,0.031,0.032,18.0,126.46,0.037,1.0,147.2,0.03677089,147.19,SYN.BTC-8JAN21,36893.06,-0.49524,0.00012,8.89502,-490.96512,-0.71729,BTC,2021-01-06 23:59:59.167,2021-01-06,1.333342974537037,2.0
deribit,BTC-8JAN21-38000-C,1609977598060000.0,2021-01-06 23:59:58.073041,call,38000.0,2021-01-08 08:00:00,655.8,0.025,0.0225,1.0,144.45,0.025,1.0,155.23,0.02470429,153.83,SYN.BTC-8JAN21,36908.82,0.39478,0.00011,8.58811,-495.42629,0.499,BTC,2021-01-06 23:59:58.060,2021-01-06,1.3333557870370372,2.0
deribit,BTC-8JAN21-38000-P,1609970583426000.0,2021-01-06 22:03:03.436655,put,38000.0,2021-01-08 08:00:00,3.4,0.1095,0.067,1.0,120.01,0.078,1.0,172.13,0.07314013,149.93,SYN.BTC-8JAN21,35959.97,-0.70696,0.0001,7.70036,-408.07045,-1.08719,BTC,2021-01-06 22:03:03.426,2021-01-06,1.4145436805555556,2.0
deribit,BTC-8JAN21-40000-C,1609977599161000.0,2021-01-06 23:59:59.181986,call,40000.0,2021-01-08 08:00:00,4758.7,0.012,0.0105,29.2,155.17,0.0135,2.0,171.9,0.012649,166.77,SYN.BTC-8JAN21,36893.06,0.22608,8e-05,6.70569,-419.35322,0.28777,BTC,2021-01-06 23:59:59.161,2021-01-06,1.3333430439814815,2.0
deribit,BTC-8JAN21-40000-P,1609970141039000.0,2021-01-06 21:55:41.046879,put,40000.0,2021-01-08 08:00:00,1.6,0.1455,0.1115,1.0,122.93,0.1165,1.0,160.68,0.116969,163.7,SYN.BTC-8JAN21,36097.05,-0.83013,7e-05,5.69363,-328.31548,-1.32951,BTC,2021-01-06 21:55:41.039,2021-01-06,1.419663900462963,2.0
deribit,BTC-8JAN21-44000-C,1609977598154000.0,2021-01-06 23:59:58.163284,call,44000.0,2021-01-08 08:00:00,485.2,0.0035,0.002,30.0,170.03,0.004,30.0,196.79,0.00266359,180.0,SYN.BTC-8JAN21,36908.82,0.05926,3e-05,2.63175,-98.30982,0.07632,BTC,2021-01-06 23:59:58.154,2021-01-06,1.3333546990740741,2.0
deribit,BTC-8JAN21-44000-P,1609952535684000.0,2021-01-06 17:02:15.691575,put,44000.0,2021-01-08 08:00:00,0.0,,0.2255,4.0,,0.3065,4.0,456.35,0.26439719,174.35,SYN.BTC-8JAN21,34829.62,-0.97452,1e-05,1.37948,-74.06666,-1.91942,BTC,2021-01-06 17:02:15.684,2021-01-06,1.6234295833333332,2.0
