exchange,symbol,timestamp,local_timestamp,type,strike_price,expiration,open_interest,last_price,bid_price,bid_amount,bid_iv,ask_price,ask_amount,ask_iv,mark_price,mark_iv,underlying_index,underlying_price,delta,gamma,vega,theta,rho,underlying,server_timestamp,date,DTE_float,DTE
deribit,BTC-15JAN21-20000-C,1609972520146000.0,2021-01-06 22:35:20.156814,call,20000.0,2021-01-15 08:00:00,0.0,,0.451,1.0,190.66,0.4615,1.0,284.79,0.45050542,180.0,SYN.BTC-15JAN21,36329.51,0.98992,0.0,1.47835,-15.8539,4.50584,BTC,2021-01-06 22:35:20.146,2021-01-06,8.392127939814815,9.0
deribit,BTC-15JAN21-20000-P,1609977597765000.0,2021-01-06 23:59:57.801831,put,20000.0,2021-01-15 08:00:00,2183.8,0.001,0.001,103.1,185.61,0.0015,0.5,196.75,0.00079679,180.0,SYN.BTC-15JAN21,37062.85,-0.00811,0.0,1.2418,-13.4114,-0.07533,BTC,2021-01-06 23:59:57.765,2021-01-06,8.33335920138889,9.0
deribit,BTC-15JAN21-21000-C,1609977275254000.0,2021-01-06 23:54:35.283726,call,21000.0,2021-01-15 08:00:00,0.3,0.424,0.4345,1.0,171.14,0.442,1.0,252.1,0.43523787,180.0,SYN.BTC-15JAN21,37072.89,0.98697,0.0,1.87928,-20.28762,4.67472,BTC,2021-01-06 23:54:35.254,2021-01-06,8.337091967592594,9.0
deribit,BTC-15JAN21-21000-P,1609977598862000.0,2021-01-06 23:59:58.887828,put,21000.0,2021-01-15 08:00:00,353.1,0.002,0.0005,86.2,157.34,0.003,11.0,204.66,0.00135706,180.0,SYN.BTC-15JAN21,37060.05,-0.01306,0.0,1.88188,-20.32427,-0.12198,BTC,2021-01-06 23:59:58.862,2021-01-06,8.33334650462963,9.0
deribit,BTC-15JAN21-22000-C,1609977277465000.0,2021-01-06 23:54:37.481705,call,22000.0,2021-01-15 08:00:00,0.0,0.319,0.408,1.0,171.88,0.4155,1.0,239.0,0.40867176,179.87,SYN.BTC-15JAN21,37058.57,0.98002,0.0,2.70957,-29.23067,4.83724,BTC,2021-01-06 23:54:37.465,2021-01-06,8.337066377314816,9.0
deribit,BTC-15JAN21-22000-P,1609977599863000.0,2021-01-06 23:59:59.873201,put,22000.0,2021-01-15 08:00:00,726.4,0.002,0.002,2.4,177.09,0.004,30.0,200.2,0.00220245,179.93,SYN.BTC-15JAN21,37044.32,-0.02006,0.0,2.71709,-29.33367,-0.18829,BTC,2021-01-06 23:59:59.863,2021-01-06,8.333334918981482,9.0
deribit,BTC-15JAN21-23000-C,1609977275257000.0,2021-01-06 23:54:35.283728,call,23000.0,2021-01-15 08:00:00,0.0,,0.3815,1.0,162.56,0.389,1.0,223.63,0.38253539,171.15,SYN.BTC-15JAN21,37072.89,0.97586,1e-05,3.17927,-32.63395,5.02717,BTC,2021-01-06 23:54:35.257,2021-01-06,8.33709193287037,9.0
deribit,BTC-15JAN21-23000-P,1609977598862000.0,2021-01-06 23:59:58.889021,put,23000.0,2021-01-15 08:00:00,281.9,0.0035,0.0015,1.0,156.48,0.0045,13.0,189.97,0.00250388,170.26,SYN.BTC-15JAN21,37060.05,-0.02368,1e-05,3.12751,-31.94851,-0.22158,BTC,2021-01-06 23:59:58.862,2021-01-06,8.33334650462963,9.0
deribit,BTC-15JAN21-24000-C,1609977598154000.0,2021-01-06 23:59:58.160307,call,24000.0,2021-01-15 08:00:00,136.4,0.1392,0.35,4.0,,0.366,4.0,228.17,0.35538284,161.57,SYN.BTC-15JAN21,37060.05,0.9714,1e-05,3.66164,-35.4959,5.21266,BTC,2021-01-06 23:59:58.154,2021-01-06,8.333354699074075,9.0
deribit,BTC-15JAN21-24000-P,1609977598862000.0,2021-01-06 23:59:58.886280,put,24000.0,2021-01-15 08:00:00,334.4,0.0045,0.002,31.0,151.04,0.0045,0.3,175.52,0.00293347,161.57,SYN.BTC-15JAN21,37060.05,-0.0286,1e-05,3.66164,-35.4959,-0.26679,BTC,2021-01-06 23:59:58.862,2021-01-06,8.33334650462963,9.0
deribit,BTC-15JAN21-25000-C,1609977598154000.0,2021-01-06 23:59:58.160387,call,25000.0,2021-01-15 08:00:00,0.4,0.17,0.3225,4.0,,0.3405,4.0,217.54,0.32930839,156.44,SYN.BTC-15JAN21,37060.05,0.96275,1e-05,4.5533,-42.73994,5.36009,BTC,2021-01-06 23:59:58.154,2021-01-06,8.333354699074075,9.0
deribit,BTC-15JAN21-25000-P,1609977598862000.0,2021-01-06 23:59:58.889109,put,25000.0,2021-01-15 08:00:00,624.7,0.005,0.003,81.0,149.12,0.0055,0.5,168.64,0.00384118,156.44,SYN.BTC-15JAN21,37060.05,-0.03725,1e-05,4.5533,-42.73994,-0.34767,BTC,2021-01-06 23:59:58.862,2021-01-06,8.33334650462963,9.0
deribit,BTC-15JAN21-26000-C,1609977598154000.0,2021-01-06 23:59:58.160434,call,26000.0,2021-01-15 08:00:00,153.4,0.185,0.2955,4.0,,0.3145,4.0,204.59,0.30381889,153.65,SYN.BTC-15JAN21,37060.05,0.94979,1e-05,5.79476,-53.42037,5.46609,BTC,2021-01-06 23:59:58.154,2021-01-06,8.333354699074075,9.0
deribit,BTC-15JAN21-26000-P,1609977598862000.0,2021-01-06 23:59:58.886308,put,26000.0,2021-01-15 08:00:00,596.2,0.006,0.005,0.2,151.47,0.007,31.0,163.57,0.00533405,153.65,SYN.BTC-15JAN21,37060.05,-0.05021,1e-05,5.79476,-53.42037,-0.46998,BTC,2021-01-06 23:59:58.862,2021-01-06,8.33334650462963,9.0
deribit,BTC-15JAN21-27000-C,1609977597936000.0,2021-01-06 23:59:57.954010,call,27000.0,2021-01-15 08:00:00,206.5,0.2655,0.267,4.0,,0.289,4.0,193.23,0.27746014,143.8,SYN.BTC-15JAN21,37062.85,0.94139,1e-05,6.54928,-56.50627,5.6181,BTC,2021-01-06 23:59:57.936,2021-01-06,8.333357222222222,9.0
deribit,BTC-15JAN21-27000-P,1609977599150000.0,2021-01-06 23:59:59.166174,put,27000.0,2021-01-15 08:00:00,643.5,0.01,0.005,31.0,138.15,0.0085,1.0,156.95,0.00595737,143.8,SYN.BTC-15JAN21,37060.05,-0.05865,1e-05,6.55236,-56.53288,-0.54663,BTC,2021-01-06 23:59:59.150,2021-01-06,8.333343171296296,9.0
deribit,BTC-15JAN21-28000-C,1609977599416000.0,2021-01-06 23:59:59.426043,call,28000.0,2021-01-15 08:00:00,240.0,0.24,0.24,4.0,,0.264,4.0,184.3,0.25171399,138.26,SYN.BTC-15JAN21,37044.32,0.92567,2e-05,7.86932,-65.28265,5.70006,BTC,2021-01-06 23:59:59.416,2021-01-06,8.333340092592593,9.0
deribit,BTC-15JAN21-28000-P,1609977599243000.0,2021-01-06 23:59:59.283499,put,28000.0,2021-01-15 08:00:00,1227.4,0.01,0.007,30.0,135.56,0.0095,1.0,146.91,0.00756535,138.26,SYN.BTC-15JAN21,37044.32,-0.07433,2e-05,7.86932,-65.28265,-0.69263,BTC,2021-01-06 23:59:59.243,2021-01-06,8.333342094907406,9.0
deribit,BTC-15JAN21-29000-C,1609977599161000.0,2021-01-06 23:59:59.182427,call,29000.0,2021-01-15 08:00:00,127.2,0.2215,0.216,4.0,,0.239,4.0,173.73,0.22670858,131.76,SYN.BTC-15JAN21,37044.32,0.90811,2e-05,9.23086,-72.97799,5.76547,BTC,2021-01-06 23:59:59.161,2021-01-06,8.333343043981483,9.0
deribit,BTC-15JAN21-29000-P,1609977599253000.0,2021-01-06 23:59:59.272162,put,29000.0,2021-01-15 08:00:00,886.1,0.008,0.009,30.0,130.69,0.0115,1.0,140.33,0.00926625,131.76,SYN.BTC-15JAN21,37044.32,-0.09189,2e-05,9.23086,-72.97799,-0.85553,BTC,2021-01-06 23:59:59.253,2021-01-06,8.333341979166667,9.0
deribit,BTC-15JAN21-30000-C,1609977597148000.0,2021-01-06 23:59:57.157957,call,30000.0,2021-01-15 08:00:00,263.7,0.178,0.1885,4.0,,0.2175,4.0,171.04,0.20209737,126.13,SYN.BTC-15JAN21,37062.85,0.88583,3e-05,10.81421,-81.83775,5.78578,BTC,2021-01-06 23:59:57.148,2021-01-06,8.333366342592592,9.0
deribit,BTC-15JAN21-30000-P,1609977599858000.0,2021-01-06 23:59:59.874903,put,30000.0,2021-01-15 08:00:00,572.7,0.012,0.011,30.0,124.13,0.0135,30.0,132.5,0.01157929,126.13,SYN.BTC-15JAN21,37044.32,-0.11468,3e-05,10.8433,-82.05982,-1.06787,BTC,2021-01-06 23:59:59.858,2021-01-06,8.333334976851852,9.0
deribit,BTC-15JAN21-31000-C,1609977597154000.0,2021-01-06 23:59:57.174887,call,31000.0,2021-01-15 08:00:00,66.2,0.1745,0.1615,4.0,,0.192,4.0,157.54,0.17887657,123.22,SYN.BTC-15JAN21,37062.85,0.85372,3e-05,12.83986,-94.92684,5.71055,BTC,2021-01-06 23:59:57.154,2021-01-06,8.33336627314815,9.0
deribit,BTC-15JAN21-31000-P,1609977598862000.0,2021-01-06 23:59:58.888416,put,31000.0,2021-01-15 08:00:00,369.1,0.02,0.014,30.0,119.45,0.016,0.3,125.26,0.01528867,123.22,SYN.BTC-15JAN21,37060.05,-0.14638,3e-05,12.84447,-94.96166,-1.36788,BTC,2021-01-06 23:59:58.862,2021-01-06,8.33334650462963,9.0
deribit,BTC-15JAN21-32000-C,1609977598157000.0,2021-01-06 23:59:58.174506,call,32000.0,2021-01-15 08:00:00,241.4,0.1455,0.154,1.0,113.93,0.1735,4.0,159.27,0.15769217,123.07,SYN.BTC-15JAN21,37060.05,0.81123,4e-05,15.13523,-111.76,5.53012,BTC,2021-01-06 23:59:58.157,2021-01-06,8.333354664351852,9.0
deribit,BTC-15JAN21-32000-P,1609977599174000.0,2021-01-06 23:59:59.255307,put,32000.0,2021-01-15 08:00:00,497.7,0.018,0.0185,30.0,116.36,0.02,0.4,120.12,0.02110693,123.07,SYN.BTC-15JAN21,37044.32,-0.18939,4e-05,15.15937,-111.93953,-1.78106,BTC,2021-01-06 23:59:59.174,2021-01-06,8.333342893518518,9.0
deribit,BTC-15JAN21-33000-C,1609977598176000.0,2021-01-06 23:59:58.198916,call,33000.0,2021-01-15 08:00:00,128.6,0.1265,0.1075,4.0,,0.161,5.0,170.0,0.13798389,123.05,SYN.BTC-15JAN21,37060.05,0.76333,4e-05,17.27551,-127.54146,5.29156,BTC,2021-01-06 23:59:58.176,2021-01-06,8.333354444444444,9.0
deribit,BTC-15JAN21-33000-P,1609977599982000.0,2021-01-06 23:59:59.989294,put,33000.0,2021-01-15 08:00:00,656.2,0.0265,0.023,30.9,111.03,0.0265,28.1,118.74,0.02849776,123.05,SYN.BTC-15JAN21,37044.32,-0.23738,4e-05,17.2965,-127.6979,-2.24867,BTC,2021-01-06 23:59:59.982,2021-01-06,8.333333541666667,9.0
deribit,BTC-15JAN21-34000-C,1609977599343000.0,2021-01-06 23:59:59.349136,call,34000.0,2021-01-15 08:00:00,504.8,0.1095,0.113,20.4,110.31,0.1235,1.0,130.72,0.11951034,123.05,SYN.BTC-15JAN21,37044.32,0.71028,5e-05,19.15142,-141.39134,4.99649,BTC,2021-01-06 23:59:59.343,2021-01-06,8.333340937500001,9.0
deribit,BTC-15JAN21-34000-P,1609977599820000.0,2021-01-06 23:59:59.839230,put,34000.0,2021-01-15 08:00:00,197.5,0.035,0.03,24.1,108.68,0.033,0.9,114.61,0.03732985,123.05,SYN.BTC-15JAN21,37044.32,-0.28972,5e-05,19.15142,-141.39134,-2.76606,BTC,2021-01-06 23:59:59.820,2021-01-06,8.333335416666667,9.0
deribit,BTC-15JAN21-35000-C,1609977598155000.0,2021-01-06 23:59:58.166444,call,35000.0,2021-01-15 08:00:00,1.0,0.08,0.0705,6.0,61.64,0.1065,1.0,129.02,0.10321095,123.05,SYN.BTC-15JAN21,37060.05,0.65563,5e-05,20.6175,-152.21333,4.6745,BTC,2021-01-06 23:59:58.155,2021-01-06,8.3333546875,9.0
deribit,BTC-15JAN21-35000-P,1609977598862000.0,2021-01-06 23:59:58.893247,put,35000.0,2021-01-15 08:00:00,106.9,0.0455,0.039,25.0,107.52,0.044,24.0,116.59,0.0475833,123.05,SYN.BTC-15JAN21,37060.05,-0.34437,5e-05,20.6175,-152.21333,-3.31637,BTC,2021-01-06 23:59:58.862,2021-01-06,8.33334650462963,9.0
deribit,BTC-15JAN21-36000-C,1609977599358000.0,2021-01-06 23:59:59.366196,call,36000.0,2021-01-15 08:00:00,764.3,0.0815,0.083,1.0,114.53,0.091,20.8,128.22,0.08797815,123.05,SYN.BTC-15JAN21,37044.32,0.59746,6e-05,21.66066,-159.91654,4.30897,BTC,2021-01-06 23:59:59.358,2021-01-06,8.33334076388889,9.0
deribit,BTC-15JAN21-36000-P,1609977599136000.0,2021-01-06 23:59:59.146562,put,36000.0,2021-01-15 08:00:00,95.8,0.0525,0.0515,1.0,109.19,0.0545,0.9,114.33,0.05958984,123.05,SYN.BTC-15JAN21,37060.05,-0.40166,6e-05,21.65759,-159.89201,-3.90272,BTC,2021-01-06 23:59:59.136,2021-01-06,8.333343333333334,9.0
deribit,BTC-15JAN21-37000-C,1609977593494000.0,2021-01-06 23:59:53.502585,call,37000.0,2021-01-15 08:00:00,148.6,0.077,0.074,18.0,121.97,0.0765,1.0,126.14,0.07465238,123.06,SYN.BTC-15JAN21,37046.24,0.5397,6e-05,22.22078,-164.06354,3.93343,BTC,2021-01-06 23:59:53.494,2021-01-06,8.33340863425926,9.0
deribit,BTC-15JAN21-37000-P,1609977599433000.0,2021-01-06 23:59:59.443113,put,37000.0,2021-01-15 08:00:00,7.0,0.0665,0.066,24.0,110.67,0.071,1.0,119.0,0.07343762,123.07,SYN.BTC-15JAN21,37044.32,-0.4604,6e-05,22.22023,-164.07325,-4.51502,BTC,2021-01-06 23:59:59.433,2021-01-06,8.333339895833333,9.0
deribit,BTC-15JAN21-38000-C,1609977592322000.0,2021-01-06 23:59:52.330604,call,38000.0,2021-01-15 08:00:00,325.5,0.0655,0.064,18.0,124.92,0.066,1.0,128.24,0.06556306,127.52,SYN.BTC-15JAN21,37048.38,0.48593,6e-05,22.31886,-170.77255,3.55566,BTC,2021-01-06 23:59:52.322,2021-01-06,8.333422199074073,9.0
deribit,BTC-15JAN21-38000-P,1609977599329000.0,2021-01-06 23:59:59.337976,put,38000.0,2021-01-15 08:00:00,2.9,0.0845,0.0825,1.0,112.88,0.0885,1.0,122.85,0.09130658,127.51,SYN.BTC-15JAN21,37044.32,-0.51431,6e-05,22.31594,-170.72606,-5.12207,BTC,2021-01-06 23:59:59.329,2021-01-06,8.333341099537037,9.0
deribit,BTC-15JAN21-39000-C,1609977598862000.0,2021-01-06 23:59:58.894541,call,39000.0,2021-01-15 08:00:00,1.5,0.0615,0.056,18.0,128.66,0.062,18.0,138.73,0.05772844,131.57,SYN.BTC-15JAN21,37060.05,0.43752,5e-05,22.06525,-174.18257,3.21349,BTC,2021-01-06 23:59:58.862,2021-01-06,8.33334650462963,9.0
deribit,BTC-15JAN21-39000-P,1609972520146000.0,2021-01-06 22:35:20.157504,put,39000.0,2021-01-15 08:00:00,0.0,,0.112,2.0,110.38,0.1265,2.0,135.38,0.12450571,131.99,SYN.BTC-15JAN21,36329.51,-0.60039,5e-05,21.27733,-167.31293,-6.05518,BTC,2021-01-06 22:35:20.146,2021-01-06,8.392127939814815,9.0
deribit,BTC-15JAN21-40000-C,1609977593955000.0,2021-01-06 23:59:53.959751,call,40000.0,2021-01-15 08:00:00,1275.7,0.0505,0.049,18.0,132.43,0.0515,25.7,136.74,0.05054676,135.1,SYN.BTC-15JAN21,37046.24,0.39215,5e-05,21.51031,-174.36101,2.88926,BTC,2021-01-06 23:59:53.955,2021-01-06,8.333403298611112,9.0
deribit,BTC-15JAN21-40000-P,1609972517482000.0,2021-01-06 22:35:17.491953,put,40000.0,2021-01-15 08:00:00,6.4,0.1935,0.132,2.0,111.12,0.1445,1.0,133.76,0.14552914,135.56,SYN.BTC-15JAN21,36339.21,-0.64213,5e-05,20.57235,-166.15053,-6.58114,BTC,2021-01-06 22:35:17.482,2021-01-06,8.392158773148148,9.0
deribit,BTC-15JAN21-44000-C,1609977599851000.0,2021-01-06 23:59:59.857470,call,44000.0,2021-01-15 08:00:00,90.4,0.03,0.029,24.0,144.28,0.0305,27.6,147.39,0.02979209,145.93,SYN.BTC-15JAN21,37044.32,0.25138,4e-05,17.83917,-156.19437,1.87412,BTC,2021-01-06 23:59:59.851,2021-01-06,8.33333505787037,9.0
deribit,BTC-15JAN21-44000-P,1609952545790000.0,2021-01-06 17:02:25.797951,put,44000.0,2021-01-15 08:00:00,0.0,,0.2455,4.0,,0.318,4.0,229.11,0.27430581,138.23,SYN.BTC-15JAN21,34999.55,-0.83419,3e-05,13.39654,-107.36884,-9.1654,BTC,2021-01-06 17:02:25.790,2021-01-06,8.62331261574074,9.0
deribit,BTC-15JAN21-48000-C,1609977599847000.0,2021-01-06 23:59:59.852289,call,48000.0,2021-01-15 08:00:00,380.8,0.018,0.017,24.0,152.3,0.0195,30.4,159.03,0.01814035,155.41,SYN.BTC-15JAN21,37044.32,0.16209,3e-05,13.73493,-128.07342,1.21747,BTC,2021-01-06 23:59:59.847,2021-01-06,8.333335104166668,9.0
deribit,BTC-15JAN21-48000-P,1609952545784000.0,2021-01-06 17:02:25.793667,put,48000.0,2021-01-15 08:00:00,0.0,,0.357,3.0,,0.428,3.0,260.0,0.38098513,145.91,SYN.BTC-15JAN21,34999.55,-0.90255,2e-05,9.2648,-78.38164,-10.61262,BTC,2021-01-06 17:02:25.784,2021-01-06,8.623312685185185,9.0
deribit,BTC-22JAN21-20000-C,1609952476817000.0,2021-01-06 17:01:16.823458,call,20000.0,2021-01-22 08:00:00,0.0,,0.4145,8.0,,0.4545,8.0,245.11,0.43293975,155.65,SYN.BTC-22JAN21,35026.69,0.97136,1e-05,4.74455,-23.63214,8.07197,BTC,2021-01-06 17:01:16.817,2021-01-06,15.624110914351851,16.0
deribit,BTC-22JAN21-20000-P,1609977599844000.0,2021-01-06 23:59:59.850161,put,20000.0,2021-01-22 08:00:00,251.6,0.003,0.003,9.8,163.07,0.0045,30.0,175.62,0.00346795,167.31,SYN.BTC-22JAN21,37195.58,-0.02381,0.0,4.27664,-23.33255,-0.42619,BTC,2021-01-06 23:59:59.844,2021-01-06,15.333335138888888,16.0
deribit,BTC-22JAN21-22000-C,1609952474885000.0,2021-01-06 17:01:14.888403,call,22000.0,2021-01-22 08:00:00,0.0,,0.3585,7.0,,0.402,7.0,224.66,0.37714742,140.87,SYN.BTC-22JAN21,35023.29,0.95917,1e-05,6.34957,-28.62325,8.7245,BTC,2021-01-06 17:01:14.885,2021-01-06,15.624133275462963,16.0
deribit,BTC-22JAN21-22000-P,1609977599875000.0,2021-01-06 23:59:59.885856,put,22000.0,2021-01-22 08:00:00,1411.6,0.0045,0.0045,120.0,152.02,0.006,60.0,161.23,0.00498881,155.19,SYN.BTC-22JAN21,37195.58,-0.03514,1e-05,5.91035,-29.90863,-0.62705,BTC,2021-01-06 23:59:59.875,2021-01-06,15.333334780092592,16.0
deribit,BTC-22JAN21-24000-C,1609952476833000.0,2021-01-06 17:01:16.842468,call,24000.0,2021-01-22 08:00:00,0.0,,0.3085,7.0,,0.35,7.0,204.68,0.32196437,126.8,SYN.BTC-22JAN21,35026.69,0.94205,1e-05,8.4006,-34.08856,9.29628,BTC,2021-01-06 17:01:16.833,2021-01-06,15.624110729166665,16.0
deribit,BTC-22JAN21-24000-P,1609977598862000.0,2021-01-06 23:59:58.894544,put,24000.0,2021-01-22 08:00:00,245.3,0.007,0.004,31.0,127.26,0.007,31.0,143.34,0.00582615,137.7,SYN.BTC-22JAN21,37195.58,-0.04518,1e-05,7.2497,-32.55348,-0.79736,BTC,2021-01-06 23:59:58.862,2021-01-06,15.33334650462963,16.0
deribit,BTC-22JAN21-25000-C,1609952476907000.0,2021-01-06 17:01:16.920550,call,25000.0,2021-01-22 08:00:00,0.0,,0.281,7.0,,0.3245,7.0,195.54,0.29463648,120.25,SYN.BTC-22JAN21,35026.69,0.93054,2e-05,9.67194,-37.21976,9.53351,BTC,2021-01-06 17:01:16.907,2021-01-06,15.624109872685187,16.0
deribit,BTC-22JAN21-25000-P,1609977599842000.0,2021-01-06 23:59:59.848118,put,25000.0,2021-01-22 08:00:00,174.8,0.0085,0.005,61.0,122.73,0.008,31.0,136.55,0.00686581,131.7,SYN.BTC-22JAN21,37195.58,-0.05404,1e-05,8.36324,-35.91551,-0.95168,BTC,2021-01-06 23:59:59.842,2021-01-06,15.333335162037038,16.0
deribit,BTC-22JAN21-26000-C,1609952476908000.0,2021-01-06 17:01:16.923681,call,26000.0,2021-01-22 08:00:00,0.0,,0.2525,7.0,,0.2995,7.0,187.07,0.26833419,116.33,SYN.BTC-22JAN21,35026.69,0.91286,2e-05,11.4889,-42.76936,9.66265,BTC,2021-01-06 17:01:16.908,2021-01-06,15.62410986111111,16.0
deribit,BTC-22JAN21-26000-P,1609977598862000.0,2021-01-06 23:59:58.896268,put,26000.0,2021-01-22 08:00:00,263.7,0.013,0.007,1.0,121.58,0.01,31.0,132.95,0.00850547,127.64,SYN.BTC-22JAN21,37195.58,-0.06686,1e-05,9.88045,-41.12537,-1.17818,BTC,2021-01-06 23:59:58.862,2021-01-06,15.33334650462963,16.0
deribit,BTC-22JAN21-27000-C,1609952480059000.0,2021-01-06 17:01:20.076565,call,27000.0,2021-01-22 08:00:00,0.0,,0.2245,7.0,,0.2755,7.0,179.85,0.24230238,111.63,SYN.BTC-22JAN21,35031.59,0.89307,2e-05,13.35407,-47.70489,9.75752,BTC,2021-01-06 17:01:20.059,2021-01-06,15.624073391203705,16.0
deribit,BTC-22JAN21-27000-P,1609977599840000.0,2021-01-06 23:59:59.850153,put,27000.0,2021-01-22 08:00:00,39.6,0.0145,0.008,61.0,114.95,0.0105,1.0,123.49,0.01016907,122.42,SYN.BTC-22JAN21,37195.58,-0.08043,2e-05,11.38002,-45.42977,-1.4157,BTC,2021-01-06 23:59:59.840,2021-01-06,15.333335185185184,16.0
deribit,BTC-22JAN21-28000-C,1609952482655000.0,2021-01-06 17:01:22.661477,call,28000.0,2021-01-22 08:00:00,0.0,,0.189,7.0,,0.2525,7.0,173.69,0.21806281,109.62,SYN.BTC-22JAN21,35036.91,0.86475,3e-05,15.75926,-55.28524,9.69932,BTC,2021-01-06 17:01:22.655,2021-01-06,15.624043344907408,16.0
deribit,BTC-22JAN21-28000-P,1609977599839000.0,2021-01-06 23:59:59.848110,put,28000.0,2021-01-22 08:00:00,215.5,0.014,0.01,61.0,111.07,0.014,31.0,122.55,0.01258279,118.66,SYN.BTC-22JAN21,37195.58,-0.09864,2e-05,13.24652,-51.25327,-1.73795,BTC,2021-01-06 23:59:59.839,2021-01-06,15.33333519675926,16.0
deribit,BTC-22JAN21-29000-C,1609977598155000.0,2021-01-06 23:59:58.162567,call,29000.0,2021-01-22 08:00:00,27.1,0.1455,0.219,4.0,,0.251,4.0,147.17,0.23748408,118.19,SYN.BTC-22JAN21,37211.27,0.87499,2e-05,15.70106,-60.51319,9.96632,BTC,2021-01-06 23:59:58.155,2021-01-06,15.3333546875,16.0
deribit,BTC-22JAN21-29000-P,1609977590572000.0,2021-01-06 23:59:50.585512,put,29000.0,2021-01-22 08:00:00,194.6,0.017,0.014,0.1,111.15,0.0165,1.0,117.27,0.01688572,118.19,SYN.BTC-22JAN21,37180.49,-0.12571,2e-05,15.74936,-60.698,-2.22725,BTC,2021-01-06 23:59:50.572,2021-01-06,15.333442453703704,16.0
deribit,BTC-22JAN21-30000-C,1609977598154000.0,2021-01-06 23:59:58.162076,call,30000.0,2021-01-22 08:00:00,23.0,0.202,0.1925,4.0,,0.2285,4.0,142.1,0.21596876,118.09,SYN.BTC-22JAN21,37211.27,0.844,3e-05,18.25133,-70.2808,9.81817,BTC,2021-01-06 23:59:58.154,2021-01-06,15.333354699074073,16.0
deribit,BTC-22JAN21-30000-P,1609977598651000.0,2021-01-06 23:59:58.671550,put,30000.0,2021-01-22 08:00:00,241.1,0.018,0.017,60.6,107.07,0.02,0.9,113.53,0.02213066,118.09,SYN.BTC-22JAN21,37195.58,-0.15642,3e-05,18.27609,-70.37774,-2.79118,BTC,2021-01-06 23:59:58.651,2021-01-06,15.333348946759259,16.0
deribit,BTC-22JAN21-31000-C,1609977598154000.0,2021-01-06 23:59:58.162370,call,31000.0,2021-01-22 08:00:00,50.0,0.187,0.1665,4.0,,0.2075,4.0,138.67,0.19558501,118.07,SYN.BTC-22JAN21,37211.27,0.80939,3e-05,20.73777,-79.84493,9.59572,BTC,2021-01-06 23:59:58.154,2021-01-06,15.333354699074073,16.0
deribit,BTC-22JAN21-31000-P,1609977597717000.0,2021-01-06 23:59:57.723111,put,31000.0,2021-01-22 08:00:00,372.7,0.0235,0.022,31.0,105.83,0.025,0.8,111.5,0.02860388,118.07,SYN.BTC-22JAN21,37214.04,-0.19053,3e-05,20.73346,-79.82656,-3.42571,BTC,2021-01-06 23:59:57.717,2021-01-06,15.333359756944445,16.0
deribit,BTC-22JAN21-32000-C,1609977598154000.0,2021-01-06 23:59:58.160425,call,32000.0,2021-01-22 08:00:00,145.6,0.1395,0.1505,4.0,70.99,0.187,4.0,134.89,0.17637574,118.07,SYN.BTC-22JAN21,37211.27,0.7717,3e-05,23.06288,-88.79673,9.30683,BTC,2021-01-06 23:59:58.154,2021-01-06,15.333354699074073,16.0
deribit,BTC-22JAN21-32000-P,1609977598321000.0,2021-01-06 23:59:58.337469,put,32000.0,2021-01-22 08:00:00,316.0,0.0305,0.028,58.2,104.2,0.031,0.5,109.24,0.03628761,118.08,SYN.BTC-22JAN21,37195.58,-0.22883,3e-05,23.08324,-88.87716,-4.14442,BTC,2021-01-06 23:59:58.321,2021-01-06,15.333352766203705,16.0
deribit,BTC-22JAN21-33000-C,1609977598155000.0,2021-01-06 23:59:58.166478,call,33000.0,2021-01-22 08:00:00,85.0,0.1515,0.1255,4.0,64.57,0.1675,4.0,131.47,0.15838504,118.07,SYN.BTC-22JAN21,37211.27,0.73148,4e-05,25.14853,-96.82689,8.95935,BTC,2021-01-06 23:59:58.155,2021-01-06,15.3333546875,16.0
deribit,BTC-22JAN21-33000-P,1609977599439000.0,2021-01-06 23:59:59.448653,put,33000.0,2021-01-22 08:00:00,338.5,0.036,0.036,24.0,104.11,0.0395,1.0,109.42,0.04530877,118.08,SYN.BTC-22JAN21,37195.58,-0.2691,4e-05,25.16507,-96.89281,-4.91272,BTC,2021-01-06 23:59:59.439,2021-01-06,15.333339826388888,16.0
deribit,BTC-22JAN21-34000-C,1609977598154000.0,2021-01-06 23:59:58.163283,call,34000.0,2021-01-22 08:00:00,150.4,0.121,0.1345,21.7,108.2,0.145,17.7,122.76,0.14164361,118.07,SYN.BTC-22JAN21,37211.27,0.68932,4e-05,26.93263,-103.69603,8.56205,BTC,2021-01-06 23:59:58.154,2021-01-06,15.333354699074073,16.0
deribit,BTC-22JAN21-34000-P,1609977596089000.0,2021-01-06 23:59:56.097991,put,34000.0,2021-01-22 08:00:00,244.5,0.05,0.045,49.1,103.76,0.048,0.9,107.97,0.05533842,118.07,SYN.BTC-22JAN21,37215.01,-0.31053,4e-05,26.92965,-103.67998,-5.71864,BTC,2021-01-06 23:59:56.089,2021-01-06,15.333378599537038,16.0
deribit,BTC-22JAN21-35000-C,1609977597147000.0,2021-01-06 23:59:57.155895,call,35000.0,2021-01-22 08:00:00,0.0,,0.091,5.0,71.08,0.1345,5.0,128.99,0.1261742,118.07,SYN.BTC-22JAN21,37214.04,0.64597,4e-05,28.36871,-109.22282,8.12634,BTC,2021-01-06 23:59:57.147,2021-01-06,15.333366354166666,16.0
